,user_id,movie_id,rating,unix_timestamp
210,231,482,5.0,888549622
211,250,747,2.0,886272175
212,223,25,3.0,888104153
213,180,219,4.0,878962392
214,258,254,4.0,874724710
215,304,470,4.0,886323648
216,51,279,3.0,882922806
217,160,201,5.0,891170769
218,147,407,5.0,877399018
219,124,234,2.0,892838559
220,96,227,5.0,884238860
221,57,1097,4.0,884304936
222,82,233,4.0,887665548
223,89,346,4.0,891383319
224,271,177,5.0,879455113
225,193,180,3.0,879521396
226,124,477,4.0,879454628
227,109,687,1.0,886987605
228,298,13,4.0,877877775
229,150,9,5.0,879524921
230,268,126,4.0,891446165
231,5,13,5.0,883599249
232,53,105,3.0,880937882
233,302,68,5.0,879467542
234,15,943,1.0,877727122
235,300,789,4.0,882078621
236,275,1090,3.0,874793035
237,304,213,2.0,886323068
238,193,1027,2.0,879541148
239,90,322,2.0,891438397
240,86,553,4.0,879875940
241,293,108,4.0,877819599
242,285,170,4.0,877531791
243,199,317,5.0,884128458
244,228,327,1.0,891632142
245,177,567,4.0,882826555
246,302,841,2.0,879484804
247,61,64,4.0,879374686
248,206,590,3.0,876018608
249,91,171,4.0,875653271
250,300,400,4.0,882078040
251,35,338,5.0,882157581
252,69,745,3.0,884150257
253,62,241,3.0,875747190
254,27,200,3.0,881961671
255,278,67,4.0,875307407
256,249,6,4.0,878089716
257,13,97,3.0,890881335
258,298,1017,3.0,889502324
259,193,53,3.0,879525876
260,302,814,3.0,879485532
261,118,236,5.0,874775038
262,294,217,5.0,879966498
263,267,929,2.0,875742942
264,267,1,2.0,875744173
265,65,257,4.0,883601089
266,232,201,5.0,879394264
267,82,622,4.0,880308578
268,213,333,3.0,891542540
269,191,475,2.0,881368243
270,99,343,4.0,891374868
271,267,144,1.0,875744501
272,300,55,4.0,882076587
273,306,88,5.0,879283786
274,233,140,3.0,892334609
275,82,575,4.0,880308755
276,180,263,2.0,878961624
277,296,132,4.0,875240090
278,37,152,5.0,892430369
279,6,381,4.0,891352093
280,263,812,4.0,886122952
281,180,871,1.0,878961814
282,200,145,1.0,884140579
283,84,506,4.0,879456199
284,268,366,3.0,891450023
285,58,467,3.0,888205855
286,285,142,4.0,889651549
287,192,95,1.0,889124507
288,112,594,5.0,875936424
289,291,10,5.0,881104093
290,129,1013,3.0,876250718
291,274,97,4.0,875155140
292,188,519,5.0,893265380
293,218,81,1.0,889452455
294,217,208,5.0,877488546
295,122,426,3.0,879873020
296,118,221,5.0,874775311
297,157,176,4.0,880134407
298,221,117,4.0,877563802
299,301,321,2.0,879436875
300,278,500,3.0,875308843
301,300,78,5.0,882076403
302,180,2,2.0,878963441
303,200,694,1.0,884140115
304,12,197,3.0,881515193
305,0,188,3.0,888732928
306,144,236,5.0,875270570
307,22,384,4.0,874786462
308,200,766,4.0,884114505
309,295,704,5.0,884197193
310,41,545,3.0,881105817
311,32,871,3.0,891964230
312,300,553,3.0,882078830
313,15,63,5.0,877720297
314,94,134,3.0,879197562
315,153,356,4.0,879138713
316,76,483,5.0,884733766
317,295,507,5.0,884196584
318,301,302,2.0,879436785
319,243,672,3.0,880606667
320,221,76,4.0,878183616
321,12,214,5.0,882140588
322,15,704,5.0,877722736
323,269,451,4.0,876956264
324,144,14,2.0,875270655
325,186,63,5.0,879465631
326,199,303,5.0,876041644
327,169,748,5.0,887646170
328,100,828,3.0,877136138
329,183,217,3.0,889909840
330,127,203,4.0,879967478
331,180,1294,1.0,878961781
332,183,152,3.0,889911285
333,0,32,4.0,878542699
334,0,159,4.0,875072547
335,183,320,5.0,889906967
336,53,594,3.0,880937813
337,93,342,4.0,891725009
338,127,507,4.0,879967767
339,22,322,2.0,874784266
340,300,226,3.0,882077222
341,300,190,3.0,882075672
342,111,902,1.0,892440172
343,81,182,3.0,878769848
344,221,723,3.0,878181976
345,217,429,3.0,877488316
346,307,1196,4.0,887739521
347,302,133,5.0,879467959
348,132,750,3.0,890588547
349,214,211,2.0,891435680
350,68,255,5.0,882126156
351,253,661,4.0,887347350
352,275,1,4.0,874792436
353,103,983,1.0,888442575
354,62,1066,3.0,875747514
355,266,409,4.0,878970785
356,12,55,5.0,881515011
357,239,878,3.0,885775745
358,285,236,2.0,875806800
359,293,270,5.0,889241426
360,89,1085,4.0,891384424
361,17,25,4.0,880129731
362,91,228,3.0,875656201
363,307,648,4.0,887739292
364,143,88,3.0,888105691
365,190,301,4.0,891560253
366,58,950,3.0,888206409
367,199,95,5.0,884129409
368,15,196,5.0,877726146
369,60,677,3.0,892302309
370,270,198,4.0,885848448
371,270,708,3.0,885849325
372,141,168,5.0,888640356
373,274,596,3.0,876197678
374,221,150,3.0,878182109
375,86,39,3.0,879876917
376,206,257,4.0,877879172
377,271,1392,2.0,879454663
378,176,332,4.0,880130397
379,206,1114,2.0,879664906
380,298,576,3.0,889503806
381,270,377,4.0,885849447
382,304,424,4.0,886324486
383,48,958,2.0,888068912
384,93,1223,3.0,891722802
385,129,1016,3.0,874953895
386,9,174,3.0,877888677
387,202,320,3.0,880433418
388,190,285,4.0,891560842
389,42,322,3.0,875975110
390,20,557,5.0,874951695
391,196,95,5.0,891409839
392,12,343,2.0,888073635
393,193,65,3.0,879527264
394,233,205,4.0,892334543
395,307,401,4.0,887740700
396,307,639,4.0,887737036
397,268,521,5.0,891447773
398,93,264,4.0,891721889
399,267,61,3.0,875310824
400,271,11,5.0,879455254
401,120,290,3.0,891390477
402,295,19,5.0,884196921
403,133,285,3.0,891732334
404,179,461,5.0,877544218
405,233,611,3.0,892079140
406,103,116,2.0,888465972
407,37,757,1.0,892434626
408,268,844,1.0,891456255
409,6,162,4.0,891353444
410,233,1450,3.0,892078343
411,274,404,2.0,876197645
412,51,249,3.0,882922661
413,101,822,3.0,888801465
414,12,185,4.0,890704999
415,177,730,4.0,882827532
416,235,70,3.0,890116671
417,255,780,5.0,882165296
418,262,175,5.0,891299752
419,243,185,3.0,880605697
420,278,1180,4.0,875314001
421,42,814,4.0,883956189
422,82,77,2.0,880309089
423,150,196,5.0,879528710
424,253,435,2.0,886474216
425,108,630,3.0,880579371
426,296,715,3.0,875239422
427,248,187,4.0,879641067
428,143,698,4.0,888106106
429,300,603,4.0,882075994
430,63,391,3.0,889737542
431,91,500,2.0,875653665
432,221,96,4.0,878181739
433,267,435,3.0,875310745
434,292,134,5.0,888905550
435,212,172,5.0,878955442
436,159,459,2.0,876861185
437,12,497,4.0,882139901
438,58,714,5.0,888205921
439,4,16,4.0,875636198
440,124,162,5.0,879454956
441,173,314,5.0,886432749
442,113,504,3.0,881260203
443,212,514,4.0,878870518
444,22,195,2.0,874786926
445,127,14,4.0,879968827
446,238,55,4.0,889179478
447,180,278,1.0,878962955
448,290,79,4.0,875086354
449,249,237,4.0,878089963
450,200,648,3.0,884114275
451,59,59,5.0,883327734
452,180,324,2.0,878961814
453,118,406,3.0,887038665
454,286,0,5.0,875334088
455,215,227,3.0,880245642
456,215,530,4.0,880233810
457,202,470,4.0,880434463
458,91,586,3.0,875660408
459,12,891,3.0,882774224
460,212,175,4.0,878956338
461,285,287,5.0,875806672
462,116,1046,2.0,881009697
463,98,110,1.0,885678886
464,10,557,3.0,891904214
465,64,46,2.0,879216672
466,294,193,4.0,879517412
467,268,216,2.0,891451610
468,84,258,2.0,881705026
469,249,595,5.0,878089921
470,136,143,5.0,881433689
471,200,959,2.0,884112077
472,256,136,4.0,882049932
473,110,327,4.0,891679939
474,90,479,4.0,891438875
475,214,210,4.0,891436202
476,180,937,1.0,878961586
477,188,1059,5.0,893264301
478,0,19,4.0,887431883
479,302,403,4.0,879468375
480,298,304,3.0,879737314
481,186,209,4.0,879465242
482,221,277,2.0,877563913
483,213,567,4.0,892668197
484,292,769,3.0,888906655
485,284,190,4.0,890595859
486,302,251,3.0,879544791
487,95,155,4.0,884402860
488,71,1109,3.0,880037334
489,114,1066,4.0,881171009
490,6,429,3.0,891352178
491,115,349,3.0,886977926
492,72,479,4.0,888625753
493,268,245,5.0,891457067
494,262,418,5.0,891299514
495,69,430,3.0,884150257
496,220,474,4.0,875244204
497,71,181,5.0,880036515
498,24,356,4.0,885852757
499,289,49,5.0,880473582
500,188,525,4.0,893266205
501,298,302,3.0,877618584
502,263,293,3.0,886121516
503,199,364,5.0,884129962
504,186,134,4.0,879465653
505,183,186,4.0,889909024
506,62,288,2.0,875746985
507,12,228,4.0,882397650
508,297,485,3.0,884183063
509,234,184,4.0,889655435
510,61,711,4.0,879376178
511,245,93,2.0,884923505
512,53,741,5.0,880934806
513,62,761,3.0,875747688
514,10,731,3.0,891904596
515,91,167,4.0,875653723
516,7,549,3.0,879362356
517,306,173,4.0,879283480
518,302,199,4.0,879468459
519,255,848,2.0,882164603
520,71,53,3.0,880036854
521,163,405,2.0,889402389
522,116,149,4.0,880125101
523,223,76,4.0,888103872
524,192,868,3.0,889127811
525,93,183,2.0,891720862
526,280,337,2.0,881200457
527,129,108,3.0,874953794
528,127,370,1.0,879966954
529,93,719,1.0,891723593
530,181,844,3.0,885613067
531,128,872,1.0,883245452
532,253,228,4.0,886474580
533,63,380,4.0,879365491
534,150,175,2.0,879524293
535,44,24,4.0,881014015
536,192,878,3.0,889123257
537,275,921,4.0,889174849
538,275,56,3.0,874787526
539,233,186,4.0,892079140
540,180,305,1.0,878962006
541,20,369,1.0,874951293
542,292,248,3.0,888905229
543,263,720,5.0,886123656
544,9,610,5.0,877886722
545,196,345,3.0,891409070
546,275,141,3.0,874792945
547,307,426,4.0,887736584
548,220,942,4.0,875246759
549,130,125,4.0,883681514
550,267,823,2.0,876518557
551,108,7,3.0,880572642
552,197,57,3.0,884208173
553,229,679,4.0,880484286
554,180,740,1.0,878962918
555,191,1060,4.0,881368891
556,233,447,3.0,892335501
557,89,899,4.0,891382309
558,192,940,4.0,889124890
559,127,602,5.0,879966839
560,125,904,2.0,887855283
561,243,264,4.0,880606634
562,89,288,3.0,891382310
563,156,24,3.0,886890787
564,304,70,3.0,886323684
565,118,381,5.0,874781742
566,20,221,2.0,874951382
567,230,180,4.0,888605273
568,279,507,3.0,891700453
569,287,131,3.0,886374129
570,278,1496,2.0,890780576
571,300,32,4.0,882078228
572,71,698,3.0,880036783
573,89,258,2.0,891382392
574,307,54,3.0,887738760
575,58,741,3.0,888203053
576,93,743,4.0,891721462
577,129,641,4.0,875216933
578,25,1014,3.0,891352136
579,55,120,5.0,892679480
580,81,507,2.0,884714249
581,61,11,4.0,879373613
582,275,39,3.0,874791871
583,180,1014,1.0,878963121
584,151,300,3.0,880147407
585,177,844,4.0,882824291
586,216,596,4.0,889070087
587,78,302,4.0,891271203
588,137,483,4.0,879024127
589,307,80,5.0,887737293
590,74,283,2.0,884050393
591,268,197,4.0,891447062
592,306,93,3.0,877122695
593,221,780,3.0,881059677
594,120,739,3.0,891390544
595,268,21,1.0,891448072
596,12,863,4.0,882141924
597,229,741,5.0,880485043
598,268,506,4.0,891448800
599,238,1098,5.0,889179253
600,244,1027,5.0,888513447
601,55,545,3.0,892679460
602,294,960,5.0,879519556
603,270,1027,2.0,885848102
604,221,811,2.0,881059117
605,68,239,3.0,882126156
606,9,6,4.0,877892210
607,21,375,3.0,878887112
608,293,930,3.0,889242857
609,81,716,1.0,884714492
610,278,398,4.0,875313859
611,268,233,1.0,891449406
612,5,97,5.0,883600680
613,242,1038,4.0,879988184
614,297,180,4.0,884125629
615,281,324,1.0,881703044
616,77,322,1.0,879633567
617,117,199,5.0,875384647
618,282,1113,5.0,879297545
619,170,291,4.0,891034835
620,69,216,4.0,884151119
621,9,99,5.0,877891747
622,244,180,4.0,888513664
623,106,332,3.0,891264267
624,245,560,1.0,884923445
625,12,900,1.0,883670672
626,275,69,4.0,874790826
627,243,16,2.0,880607205
628,188,55,5.0,893265263
629,225,241,5.0,883888671
630,61,1015,4.0,879373008
631,275,416,4.0,874792907
632,213,477,4.0,891544052
633,305,234,4.0,876504354
634,221,25,3.0,878183043
635,279,630,5.0,891700751
636,59,429,5.0,883326122
637,55,70,4.0,892683275
638,41,273,5.0,881105817
639,0,201,5.0,875072442
640,12,808,4.0,882397582
641,172,288,4.0,877556988
642,14,748,1.0,879455311
643,184,22,4.0,883524249
644,279,539,3.0,891702304
645,243,380,4.0,880604077
646,149,292,4.0,878746946
647,6,496,4.0,891352134
648,177,316,4.0,882826915
649,177,741,3.0,882823833
650,94,1216,3.0,880572658
651,233,1461,3.0,892333865
652,96,221,5.0,884238887
653,108,126,2.0,880563471
654,116,267,5.0,880124306
655,268,704,2.0,891448850
656,129,1245,3.0,876252497
657,263,654,4.0,886123530
658,206,12,3.0,875506839
659,41,587,5.0,881108147
660,245,408,2.0,884923372
661,86,366,4.0,879876702
662,100,303,3.0,877135677
663,255,126,4.0,882164406
664,91,793,3.0,875654798
665,180,761,2.0,878963418
666,212,234,1.0,878955115
667,91,738,2.0,876175582
668,291,660,5.0,881105561
669,245,664,4.0,884922831
670,273,844,5.0,878945579
671,187,691,5.0,875072583
672,17,85,4.0,880129731
673,4,438,1.0,878844423
674,235,631,3.0,890116254
675,192,406,4.0,889127921
676,143,708,4.0,888105940
677,89,1197,5.0,891383866
678,47,608,4.0,879434819
679,4,224,2.0,875635723
680,21,127,5.0,878887983
681,310,431,4.0,884365485
682,7,21,5.0,879362183
683,275,187,4.0,874792547
684,221,172,5.0,878183043
685,71,865,4.0,880035887
686,298,133,4.0,878192311
687,0,170,5.0,889751711
688,307,294,3.0,887741461
689,164,215,4.0,879525778
690,221,48,3.0,878183512
691,180,120,4.0,878962623
692,199,10,5.0,884129542
693,233,625,4.0,892336358
694,243,706,4.0,880606243
695,89,24,5.0,891384789
696,207,215,5.0,883108324
697,262,95,4.0,891298336
698,133,322,4.0,891732335
699,278,585,4.0,892864663
700,1,291,4.0,888550774
701,287,592,2.0,886892127
702,48,301,4.0,888065432
703,285,152,5.0,877531406
704,204,303,3.0,888284313
705,21,79,4.0,878887227
706,233,317,4.0,892078890
707,222,327,3.0,891548959
708,14,24,3.0,879456204
709,267,146,4.0,876514002
710,93,1219,3.0,891722678
711,273,404,4.0,878945840
712,6,491,5.0,891352010
713,267,216,2.0,875744501
714,15,54,5.0,877717956
715,163,619,3.0,889402298
716,289,160,4.0,880474293
717,91,514,4.0,875640800
718,238,1069,5.0,889179032
719,55,448,5.0,892679308
720,247,233,4.0,884534968
721,233,9,3.0,891227851
722,279,1048,2.0,891702486
723,307,186,5.0,887738760
724,275,63,5.0,874787441
725,191,947,3.0,881368302
726,121,508,4.0,879270511
727,84,587,3.0,880838306
728,261,930,2.0,879790874
729,200,271,3.0,886013700
730,180,869,2.0,878962623
731,294,738,4.0,879518319
732,262,567,4.0,891299387
733,294,38,4.0,879518279
734,200,1099,4.0,884112800
735,92,819,3.0,888705966
736,158,1027,5.0,880557539
737,157,664,2.0,880134532
738,292,422,3.0,888906070
739,81,596,3.0,878768882
740,275,180,5.0,874786488
741,12,822,5.0,882397833
742,216,1,3.0,889069782
743,82,659,4.0,880308256
744,188,19,5.0,893264466
745,221,795,4.0,878183684
746,145,1021,5.0,891458193
747,266,120,3.0,878970681
748,125,293,3.0,887855087
749,180,1059,1.0,878962675
750,124,79,4.0,892838865
751,42,119,4.0,884029430
752,12,779,1.0,882142057
753,252,258,2.0,891628883
754,41,43,3.0,881108548
755,76,517,4.0,884753202
756,290,685,5.0,874835165
757,267,20,3.0,875742822
758,261,27,3.0,879792220
759,233,80,3.0,892334680
760,28,244,3.0,882820803
761,235,56,5.0,890116575
762,157,728,3.0,880133116
763,155,660,4.0,888185947
764,231,51,5.0,888550130
765,167,865,5.0,884287927
766,36,287,4.0,880915258
767,140,244,3.0,884584426
768,234,229,4.0,889655162
769,101,69,3.0,888803537
770,76,171,3.0,884752562
771,89,505,5.0,891383319
772,185,565,5.0,879023663
773,43,659,5.0,878347915
774,117,773,5.0,875385198
775,6,660,5.0,891351624
776,48,1002,2.0,888068651
777,61,67,1.0,879374969
778,41,1027,4.0,881106072
779,177,432,4.0,882827834
780,84,50,2.0,879454782
781,76,473,5.0,884732407
782,57,1098,2.0,892243079
783,55,1046,4.0,892911290
784,196,687,1.0,891409564
785,285,98,4.0,878141681
786,89,257,3.0,891382121
787,180,1287,1.0,878962349
788,294,189,4.0,879517062
789,223,68,4.0,888082495
790,271,316,4.0,879454977
791,220,1009,3.0,875246662
792,65,876,1.0,883601089
793,206,317,5.0,877124871
794,233,486,3.0,892079237
795,6,647,5.0,891351653
796,86,81,5.0,879875774
797,194,1051,1.0,877835102
798,43,448,5.0,883613334
799,305,286,4.0,876504442
800,193,171,3.0,879521474
801,93,61,3.0,891722933
802,166,658,4.0,892738277
803,107,99,4.0,879879720
804,229,303,5.0,880484286
805,180,926,1.0,878962675
806,53,301,4.0,880928519
807,89,21,4.0,891384357
808,180,695,2.0,878962997
809,285,356,4.0,877531537
810,13,268,4.0,892242403
811,310,178,2.0,884365357
812,91,120,5.0,875640679
813,20,439,1.0,874951798
814,243,549,1.0,880602264
815,180,404,4.0,878962919
816,64,805,4.0,879216529
817,36,539,2.0,880916070
818,43,442,5.0,878348289
819,243,182,4.0,880606043
820,0,264,4.0,878542441
821,269,24,5.0,876954456
822,298,386,2.0,889502756
823,93,571,3.0,891723883
824,285,745,4.0,877533058
825,238,271,5.0,889181247
826,215,54,5.0,880245145
827,253,120,3.0,886472369
828,61,664,2.0,879376483
829,177,384,4.0,882826982
830,193,22,4.0,879522819
831,267,954,3.0,875745160
832,187,142,5.0,875072674
833,275,293,4.0,874786366
834,157,1097,4.0,880135069
835,206,844,3.0,881681663
836,160,47,1.0,891170745
837,304,653,4.0,886323937
838,46,323,3.0,879439078
839,63,735,4.0,889739212
840,190,750,3.0,891560753
841,6,377,5.0,891353011
842,58,91,5.0,888204997
843,68,267,5.0,882027109
844,9,460,3.0,877888944
845,20,128,4.0,874951382
846,57,8,4.0,884304328
847,193,151,3.0,879549996
848,6,199,5.0,891353543
849,112,125,5.0,875076827
850,172,327,5.0,877557028
851,94,232,4.0,879196354
852,15,193,5.0,877720733
853,58,322,4.0,888206809
854,310,653,3.0,884365075
855,291,588,4.0,881105516
856,42,202,4.0,883955224
857,78,49,4.0,891271545
858,234,69,5.0,889655619
859,124,189,5.0,892836309
860,283,321,3.0,885329671
861,302,160,5.0,879468547
862,253,377,3.0,886474396
863,254,1033,1.0,883217030
864,103,300,2.0,888442275
865,89,922,5.0,891383912
866,5,462,4.0,883601713
867,278,121,1.0,875297433
868,285,297,4.0,875807004
869,221,447,3.0,878183565
870,296,56,5.0,875239383
871,41,624,3.0,881108873
872,129,1216,4.0,875801778
873,253,356,3.0,886472466
874,108,474,1.0,880563641
875,229,1443,2.0,880485726
876,243,309,3.0,880601905
877,5,300,2.0,883600406
878,35,747,4.0,882157285
879,255,442,3.0,882164727
880,101,514,1.0,888801316
881,103,284,4.0,888465201
882,20,446,5.0,874951695
883,110,300,4.0,891680028
884,17,407,5.0,880129628
885,24,221,4.0,885852817
886,109,943,3.0,886989501
887,269,97,5.0,876955868
888,67,236,5.0,876974133
889,82,214,4.0,880307940
890,5,257,2.0,883268278
891,88,215,5.0,879459859
892,127,316,4.0,879968029
893,304,511,4.0,886323525
894,183,411,2.0,889912691
895,285,174,5.0,877532470
896,278,1427,3.0,888465209
897,255,85,5.0,882165103
898,220,47,5.0,875245462
899,139,331,3.0,879013617
900,189,976,2.0,891042938
901,10,226,3.0,891905896
902,200,202,5.0,884114471
903,149,180,5.0,878746685
904,125,244,3.0,887854726
905,19,207,2.0,879669401
906,143,741,4.0,888104122
907,180,929,1.0,878963275
908,108,565,4.0,880578814
909,84,1064,3.0,879455021
910,212,132,3.0,878955973
911,221,378,1.0,878184290
912,222,10,3.0,891550649
913,214,420,4.0,891435704
914,217,207,3.0,877488366
915,173,936,5.0,886432989
916,274,185,3.0,880314383
917,67,741,1.0,876974198
918,267,582,4.0,876513830
919,159,461,4.0,876858346
920,194,272,4.0,878019342
921,223,177,4.0,888082468
922,4,109,1.0,875636493
923,98,1015,5.0,885678724
924,1,250,5.0,888552084
925,291,8,4.0,881104148
926,71,567,4.0,880037203
927,84,227,3.0,882813248
928,82,280,5.0,880307072
929,91,830,2.0,886443708
930,6,542,3.0,891351772
931,86,400,2.0,879876813
932,286,925,4.0,875334340
933,0,154,2.0,878542201
934,233,631,2.0,892079538
935,221,52,5.0,878184113
936,23,63,5.0,875322758
937,6,553,3.0,891354639
938,81,55,3.0,878769410
939,160,317,3.0,891170824
940,195,392,4.0,881251863
941,55,90,4.0,892683275
942,81,476,3.0,876311344
943,6,471,2.0,891353357
944,255,760,4.0,882164644
945,225,55,4.0,883889102
946,278,740,5.0,875296891
947,307,1285,3.0,887738151
948,15,7,5.0,877722736
949,179,201,3.0,877128388
950,202,92,4.0,880434940
951,144,55,5.0,875271896
952,287,304,4.0,886372527
953,83,741,3.0,883450643
954,43,643,3.0,878347818
955,16,12,3.0,885272654
956,312,116,4.0,891015319
957,147,0,4.0,877019411
958,196,346,4.0,891409070
959,20,163,5.0,874951695
960,278,981,3.0,875298314
961,238,490,5.0,889181015
962,184,286,5.0,883526288
963,296,88,4.0,875239125
964,302,67,4.0,879467361
965,185,249,1.0,879023607
966,72,205,3.0,888625754
967,103,755,2.0,888465739
968,93,215,3.0,885870665
969,238,193,5.0,889178833
970,196,510,5.0,891409839
971,279,0,4.0,891700426
972,0,116,3.0,874965739
973,223,582,1.0,888103729
974,302,396,1.0,879543831
975,59,161,4.0,883327734
976,197,257,4.0,884204501
977,238,512,5.0,889178887
978,5,68,3.0,883601277
979,232,374,4.0,876374419
980,84,641,4.0,882995615
981,109,37,3.0,886988574
982,183,521,3.0,889908462
983,98,872,1.0,885678436
984,12,417,2.0,882398763
985,200,517,4.0,884112201
986,12,857,1.0,882397068
987,213,130,3.0,891544465
988,295,227,4.0,884197264
989,221,86,3.0,878182589
990,278,724,4.0,875314144
